name,bioguide_id,party,state,chamber,composite_score,scale_score,concentration_score,personal_score,total_financial_exposure,financial_trades,financial_pac,financial_individual,trade_count,pac_count,individual_count,unified_hhi,dominant_sector,dominant_pct,net_worth_display,net_worth_midpoint,wealth_tier,net_worth_is_estimate,pac_banking,pac_insurance,pac_real_estate,pac_investment,pac_lending,pac_payments,pac_credit_unions,pac_private_equity,top_pac_1,top_pac_1_amount,top_pac_1_sector,top_pac_2,top_pac_2_amount,top_pac_2_sector,top_pac_3,top_pac_3_amount,top_pac_3_sector,top_employer_1,top_employer_1_amount,top_employer_1_sector,top_employer_2,top_employer_2_amount,top_employer_2_sector,hfsc_member,sbc_member
"Casar, Greg",C001131,D,Texas,house,1.9,4.8,0.0,0.0,15000.0,0,0,2785.0,0,8,6,3914.4,insurance,56.2,$150M-$200M,175000000,$100M+,No,0,9500.0,0,0,1000.0,0,4500.0,0,INTERNATIONAL BROTHERHOOD OF BOILERMAKERS CAMPAIGN ASSISTANCE FUND,8500.0,insurance,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",4500.0,credit_unions,THE FARM CREDIT COUNCIL POLITICAL ACTION COMMITTEE,1000.0,lending,MASTERCARD,1000.0,payments,CITADEL SECURITIES,1000.0,securities,No,No
"Balint, Becca",B001318,D,Vermont,house,6.8,16.9,0.0,0.0,35500.0,0,0,4575.0,0,15,25,2218.8,insurance,27.4,$1M-$5M,3000000,$1M-$5M,Yes,5000.0,11000.0,10000.0,0,7500.0,1000.0,1000.0,0,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,10000.0,insurance,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,10000.0,real_estate,THE FARM CREDIT COUNCIL POLITICAL ACTION COMMITTEE,7500.0,lending,FREDDIE MAC,1325.0,lending,"AGM FINANCIAL SERVICES, INC.",1000.0,lending,No,No
"Moore, Barry",M001212,R,Alabama,house,17.7,44.3,0.0,0.0,76000.0,0,0,1000.0,0,25,2,2110.8,banking,32.5,$1M-$5M,3000000,$1M-$5M,Yes,25000.0,11000.0,16500.0,2500.0,11000.0,0,10000.0,0,REGIONS FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,15000.0,banking,THE FARM CREDIT COUNCIL POLITICAL ACTION COMMITTEE,11000.0,lending,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),10000.0,banking,AMERIPRISE FINANCIAL,1000.0,investment,,0,,No,No
"Franklin, Scott",F000472,R,Florida,house,53.7,82.5,24.1,45.0,152003.0,80003,0,400.0,30,32,16,3641.5,insurance,54.5,$200M-$300M,250000000,$100M+,No,10000.0,42000.0,15000.0,0,5000.0,0,0,0,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),14500.0,insurance,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,10000.0,insurance,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),10000.0,banking,CIGNA,400.0,insurance,,0,,No,No
"Boebert, Lauren",B000825,R,Colorado,house,0.0,0.0,0.0,0.0,0,0,0,2065.0,0,0,20,6270.7,insurance,75.2,$1M-$5M,3000000,$1M-$5M,Yes,0,0,0,0,0,0,0,0,,0,,,0,,,0,,RGA,500.0,insurance,FARMERS INSURANCE,350.0,insurance,No,No
"Miller, Carol D.",M001205,R,West Virginia,house,55.9,74.1,42.0,45.7,131005.0,5005,0,16316.0,34,119,9,2428.3,insurance,41.0,$1M-$5M,3000000,$1M-$5M,Yes,15000.0,51000.0,39000.0,11000.0,0,0,0,0,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,15000.0,insurance,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),15000.0,real_estate,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),15000.0,banking,VISA INC.,6900.0,payments,BLACKSTONE,5026.0,private_equity,No,No
"McBath, Lucy",M001208,D,Georgia,house,20.3,50.8,0.0,0.0,85122.0,0,0,22335.0,0,57,26,1962.5,insurance,32.2,$1M-$5M,3000000,$1M-$5M,Yes,5000.0,36000.0,28122.0,12500.0,0,0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,28122.0,real_estate,TEACHERS INSURANCE ANNUITY ASSOCIATION OF AMERICA PAC (TIAA PAC),12500.0,investment,AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC),12500.0,insurance,GOLDMAN SACHS,6600.0,investment_banking,BAIN CAPITAL,6600.0,private_equity,No,No
"Cisneros, Gilbert Ray",C001123,D,California,house,74.7,95.5,21.5,100.0,329610.0,320110,0,8000.0,772,5,5,2685.7,insurance,34.3,$1M-$5M,3000000,$1M-$5M,Yes,0,6000.0,0,0,0,0,3500.0,0,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",3500.0,credit_unions,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),3500.0,insurance,BLUE SHIELD OF CALIFORNIA PAC (SHIELD PAC),2500.0,insurance,CAPITAL GROUP,5000.0,investment,WELLS FARGO,2000.0,banking,No,No
"Scanlon, Mary Gay",S001205,D,Pennsylvania,house,56.1,50.1,80.0,40.3,84000.0,0,0,5500.0,2,65,24,2572.1,insurance,43.8,$1M-$5M,3000000,$1M-$5M,Yes,0,38000.0,17000.0,10500.0,0,5000.0,7500.0,0,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,15000.0,insurance,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,12000.0,real_estate,THE VANGUARD GROUP COMMITTEE FOR RESPONSIBLE GOVERNMENT,10500.0,investment,WELLS FARGO,4000.0,banking,AMERIPRISE FINANCIAL,1250.0,investment,No,No
"Gonzalez, Vicente",G000581,D,Texas,house,32.3,80.8,0.0,0.0,147000.0,0,0,44193.0,0,212,21,1462.2,insurance,20.1,$1M-$5M,3000000,$1M-$5M,Yes,43500.0,0,55500.0,0,20000.0,0,12000.0,0,THE FARM CREDIT COUNCIL POLITICAL ACTION COMMITTEE,20000.0,lending,AMERICAN FINANCIAL SERVICES ASSOCIATION PAC,16000.0,financial_services,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),16000.0,banking,MERRILL LYNCH,6600.0,investment,CAPITAL GROUP,6500.0,investment,Yes,No
"Suozzi, Thomas R.",S001201,D,New York,house,73.6,94.4,77.9,41.5,287274.0,0,0,114545.0,9,219,82,2047.3,insurance,33.3,$1M-$5M,3000000,$1M-$5M,Yes,0,106000.0,130774.0,15000.0,0,0,20000.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,130774.0,real_estate,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,25000.0,insurance,NEW YORK LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,20000.0,insurance,BAIN CAPITAL,26800.0,private_equity,JPMORGAN CHASE,10100.0,banking,No,No
"Green, Al",G000553,D,Texas,house,52.0,19.0,99.8,48.2,39500.0,0,0,0,49,17,0,3523.0,real_estate,54.2,$1M-$5M,3000000,$1M-$5M,Yes,2500.0,7000.0,22500.0,0,0,0,6000.0,0,"NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC. POLITICAL ACTION COMMITTEE",10000.0,real_estate,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),7500.0,real_estate,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,5000.0,real_estate,,0,,,0,,Yes,No
"Doggett, Lloyd",D000399,D,Texas,house,51.2,37.2,70.3,50.8,68500.0,0,0,0,65,23,0,3979.6,real_estate,48.9,$1M-$5M,3000000,$1M-$5M,Yes,0,25000.0,34000.0,0,0,0,9500.0,0,"NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC. POLITICAL ACTION COMMITTEE",15000.0,real_estate,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,13000.0,real_estate,NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS POLITICAL ACTION COMM,10000.0,insurance,,0,,,0,,No,No
"Vasquez, Gabe",V000136,D,New Mexico,house,21.4,53.4,0.0,0.0,89500.0,0,0,9083.0,0,59,9,3857.5,insurance,59.0,$1M-$5M,3000000,$1M-$5M,Yes,0,64500.0,17500.0,0,0,0,7500.0,0,PROGRESSIVE TURNOUT PROJECT,15000.0,insurance,NEW YORK LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,15000.0,insurance,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,10000.0,insurance,BAIN CAPITAL,3300.0,private_equity,WELLS FARGO ADVISORS,2000.0,banking,No,No
"Tokuda, Jill N.",T000487,D,Hawaii,house,4.2,10.4,0.0,0.0,26500.0,0,0,2500.0,0,12,1,3965.5,real_estate,46.6,$1M-$5M,3000000,$1M-$5M,Yes,12000.0,1000.0,11000.0,0,0,0,2500.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,11000.0,real_estate,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),10000.0,banking,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",2500.0,credit_unions,COLDWELL BANKER,2500.0,real_estate,,0,,No,No
"Thanedar, Shri",T000488,D,Michigan,house,65.7,94.6,45.4,47.7,287512.0,265012,0,3250.0,46,14,5,2274.5,real_estate,33.0,$1M-$5M,3000000,$1M-$5M,Yes,6500.0,2500.0,8500.0,0,2500.0,0,2500.0,0,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),6500.0,banking,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,6000.0,real_estate,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",2500.0,credit_unions,ROCKET MORTGAGE,1000.0,lending,PIMCO,1000.0,investment,No,No
"Sykes, Emilia Strong",S001223,D,Ohio,house,28.8,71.9,0.0,0.0,123750.0,0,0,18093.0,0,81,23,2892.4,insurance,48.7,$1M-$5M,3000000,$1M-$5M,Yes,18500.0,67200.0,23050.0,0,0,0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,23050.0,real_estate,SYNCHRONY FINANCIAL EMPLOYEES POLITICAL ACTION COMMITTEE (SYNCPAC),15000.0,financial_services,PROGRESSIVE TURNOUT PROJECT,15000.0,insurance,CAPITAL GROUP,7500.0,investment,BAIN CAPITAL LP,3300.0,private_equity,No,No
"Sorensen, Eric",S001225,D,Illinois,house,23.2,58.1,0.0,0.0,99000.0,0,0,27855.0,0,83,32,2383.8,insurance,42.2,$1M-$5M,3000000,$1M-$5M,Yes,8000.0,50500.0,11000.0,0,21500.0,0,8000.0,0,INTERNATIONAL BROTHERHOOD OF BOILERMAKERS CAMPAIGN ASSISTANCE FUND,15000.0,insurance,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,12500.0,insurance,THE FARM CREDIT COUNCIL POLITICAL ACTION COMMITTEE,11500.0,lending,BAIN CAPITAL,13200.0,private_equity,JP MORGAN CHASE,5000.0,banking,No,No
"Scholten, Hillary J.",S001221,D,Michigan,house,24.7,61.6,0.0,0.0,104250.0,0,0,45185.0,0,81,40,2296.8,insurance,42.2,$1M-$5M,3000000,$1M-$5M,Yes,12000.0,53250.0,24000.0,0,0,0,15000.0,0,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",15000.0,credit_unions,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,14000.0,real_estate,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),12000.0,banking,CAPITAL,10100.0,investment,BLACKSTONE,9900.0,private_equity,No,No
"Salinas, Andrea",S001226,D,Oregon,house,23.4,58.5,0.0,0.0,99472.0,0,0,7050.0,0,76,22,2073.3,insurance,30.6,$1M-$5M,3000000,$1M-$5M,Yes,15000.0,28000.0,33472.0,0,8500.0,0,10000.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,23472.0,real_estate,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),15000.0,banking,PROGRESSIVE TURNOUT PROJECT,10000.0,insurance,MERRILL LYNCH,3300.0,investment,MORGAN STANLEY,1300.0,investment_banking,No,No
"Ramirez, Delia C.",R000617,D,Illinois,house,1.9,4.8,0.0,0.0,15000.0,0,0,3558.0,0,9,7,4018.3,banking,44.9,$1M-$5M,3000000,$1M-$5M,Yes,7000.0,0,0,0,0,0,8000.0,0,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",8000.0,credit_unions,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),4000.0,banking,ILLINOIS BANKERS ASSOCIATION PAC (ILLINOIS BANKERS PAC),3000.0,banking,RENAISSANCE,1125.0,investment,TWO SIGMA,1000.0,investment,No,No
"Nunn, Zachary",N000193,R,Iowa,house,34.3,85.8,0.0,0.0,161725.0,0,0,61470.0,0,338,46,1597.1,insurance,30.4,$1M-$5M,3000000,$1M-$5M,Yes,15000.0,60000.0,56225.0,0,0,0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,23725.0,real_estate,NATIONAL APARTMENT ASSOCIATION POLITICAL ACTION COMMITTEE,17500.0,real_estate,SECURITIES INDUSTRY AND FINANCIAL MARKETS ASSOCIATION POLITICAL ACTION COMMITTEE,15500.0,securities,APOLLO MANAGEMENT,10500.0,private_equity,AMERICAN COUNCIL OF LIFE INSURERS,9700.0,insurance,Yes,No
"Moylan, James C.",M001219,R,Guam,house,0.0,0.0,0.0,0.0,0,0,0,250.0,0,0,1,10000.0,banking,100.0,$1M-$5M,3000000,$1M-$5M,Yes,0,0,0,0,0,0,0,0,,0,,,0,,,0,,BANK OF HAWAII,250.0,banking,,0,,No,No
"Moskowitz, Jared",M001217,D,Florida,house,78.9,96.8,34.0,100.0,442559.0,368059,0,20907.0,382,41,19,1965.3,financial_services,25.0,$1M-$5M,3000000,$1M-$5M,No,17500.0,17500.0,10000.0,0,0,0,2500.0,0,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,12500.0,insurance,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),12500.0,banking,"INFIN, A FINANCIAL SERVICES ALLIANCE, INC. PAC ('INFIN PAC')",12000.0,financial_services,EXECUTIVE,6600.0,investment_banking,CBRE,3500.0,real_estate,No,No
"Mills, Cory",M001216,R,Florida,house,9.8,24.6,0.0,0.0,48000.0,0,0,30.0,0,31,1,1893.2,real_estate,30.0,$1M-$5M,3000000,$1M-$5M,Yes,7000.0,6500.0,15000.0,6000.0,0,0,7000.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,13000.0,real_estate,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",7000.0,credit_unions,LASTING INVESTMENTS STRENGTHENING AMERICA PAC,6000.0,investment,LPL,30.0,investment,,0,,No,No
"Miller, Max L.",M001222,R,Ohio,house,44.8,42.8,51.5,40.8,74500.0,0,0,17867.0,5,73,9,2174.6,insurance,37.6,$1M-$5M,3000000,$1M-$5M,Yes,16000.0,24000.0,20000.0,0,7500.0,0,7000.0,0,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,11000.0,insurance,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,10000.0,real_estate,"TRUIST FINANCIAL CORPORATION FEDERAL PAC (FORMERLY SUNTRUST BANKS, INC. POLITICAL ACTION COMMITTEE)",10000.0,banking,APOLLO MANAGEMENT,13600.0,private_equity,APOLLO,2200.0,private_equity,No,No
"Menendez, Robert",M001226,D,New Jersey,house,32.3,80.6,0.0,0.0,146714.0,0,0,32800.0,0,69,16,2565.4,real_estate,37.7,$1M-$5M,3000000,$1M-$5M,Yes,10000.0,52300.0,79414.0,5000.0,0,0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,74414.0,real_estate,PRUDENTIAL FINANCIAL INC. FEDERAL POLITICAL ACTION COMMITTEE (AKA - PRUDENTIAL FEDERAL PAC),15000.0,insurance,NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS POLITICAL ACTION COMM,10800.0,insurance,BLACKSTONE,13200.0,private_equity,GOLDMAN SACHS,6600.0,investment_banking,No,No
"McGarvey, Morgan",M001220,D,Kentucky,house,49.3,47.1,57.0,44.3,79504.0,4004,0,12400.0,26,57,45,2239.9,insurance,34.3,$1M-$5M,3000000,$1M-$5M,Yes,13000.0,23500.0,20500.0,5000.0,5000.0,0,8500.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,12000.0,real_estate,INTERNATIONAL BROTHERHOOD OF BOILERMAKERS CAMPAIGN ASSISTANCE FUND,11500.0,insurance,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),10000.0,banking,HUMANA,5050.0,insurance,FIFTH THIRD BANK,3100.0,banking,No,No
"Luna, Anna Paulina",L000596,R,Florida,house,2.2,5.6,0.0,0.0,17000.0,0,0,1820.0,0,4,7,8426.0,real_estate,91.7,$1M-$5M,3000000,$1M-$5M,Yes,0,0,17000.0,0,0,0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,10000.0,real_estate,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),7000.0,real_estate,,0,,MONADNOCK CAPITAL PARTNERS LLC,750.0,investment,JP MORGAN,500.0,banking,No,No
"Lee, Laurel M.",L000597,R,Florida,house,57.7,58.3,74.2,40.5,99385.0,0,0,1500.0,3,55,2,3682.3,real_estate,51.1,$1M-$5M,3000000,$1M-$5M,Yes,4500.0,21500.0,62885.0,7500.0,0,3000.0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,55885.0,real_estate,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE (BLACKROCK PAC),7500.0,investment,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),7000.0,real_estate,JLL,1000.0,real_estate,CITI,500.0,banking,No,No
"Lawler, Michael",L000599,R,New York,house,39.2,98.0,0.0,0.0,655444.0,0,0,89128.0,0,323,64,1912.8,credit_unions,34.0,$75M-$125M,100000000,$100M+,No,13000.0,61500.0,155945.0,15000.0,0,0,409999.0,0,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",409999.0,credit_unions,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,124945.0,real_estate,"INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE (INSURPAC)",20000.0,insurance,APOLLO,25000.0,private_equity,APOLLO MANAGEMENT,20600.0,private_equity,Yes,No
"Langworthy, Nicholas A.",L000600,R,New York,house,24.6,61.5,0.0,0.0,104000.0,0,0,32900.0,0,64,12,2815.3,insurance,47.9,$1M-$5M,3000000,$1M-$5M,Yes,0,66000.0,18000.0,0,20000.0,0,0,0,THE FARM CREDIT COUNCIL POLITICAL ACTION COMMITTEE,20000.0,lending,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),15000.0,insurance,NEW YORK LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,12500.0,insurance,BLACKSTONE,19800.0,private_equity,FIDELITY INVESTMENTS,7600.0,investment,No,No
"Landsman, Greg",L000601,D,Ohio,house,64.4,83.2,35.9,67.8,155053.0,60018,0,52663.0,167,55,66,2030.3,real_estate,33.4,$150M-$200M,175000000,$100M+,No,7000.0,30500.0,52535.0,0,5000.0,0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,23035.0,real_estate,MANUFACTURED HOUSING INSTITUTE PAC,15000.0,real_estate,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,10000.0,insurance,GOLDMAN SACHS,11583.0,investment_banking,BLACKSTONE,10000.0,private_equity,No,No
"LaLota, Nick",L000598,R,New York,house,37.2,92.9,0.0,0.0,221230.0,0,0,53404.0,0,86,20,3212.7,real_estate,48.3,$1M-$5M,3000000,$1M-$5M,Yes,0,64400.0,156830.0,0,0,0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,138830.0,real_estate,"INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE (INSURPAC)",15000.0,insurance,NEW YORK LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,15000.0,insurance,BLACKSTONE,35800.0,private_equity,CHARLES SCHWAB CORPORATION,9900.0,investment,No,No
"Kean, Thomas H.",K000398,R,New Jersey,house,62.1,86.0,50.5,42.0,162599.0,16002,0,68333.0,12,64,57,2906.9,real_estate,41.0,$1M-$5M,3000000,$1M-$5M,Yes,8500.0,48500.0,89597.0,0,0,0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,63097.0,real_estate,NEW YORK LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,15000.0,insurance,"INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE (INSURPAC)",15000.0,insurance,GOLDMAN SACHS,10520.0,investment_banking,BLACKSTONE,9100.0,private_equity,No,No
"James, John",J000307,R,Michigan,house,46.3,36.9,65.0,40.3,68001.0,1001,0,1150.0,2,44,8,2500.8,insurance,39.0,$5M-$15M,10000000,$5M-$25M,No,5000.0,20500.0,21500.0,5000.0,5000.0,0,10000.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,13000.0,real_estate,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",10000.0,credit_unions,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),8500.0,real_estate,STATE FARM,400.0,insurance,EDWARD JONES,300.0,investment,No,No
"Jackson, Jonathan L.",J000309,D,Illinois,house,62.3,88.3,24.3,65.5,177016.0,128016,0,9050.0,153,27,5,1528.0,insurance,18.6,$1M-$5M,3000000,$1M-$5M,Yes,10000.0,7500.0,11000.0,0,8000.0,5000.0,2500.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,11000.0,real_estate,THE FARM CREDIT COUNCIL POLITICAL ACTION COMMITTEE,8000.0,lending,ALLSTATE INSURANCE COMPANY PAC,5000.0,insurance,AMEX INTERNATIONAL,5000.0,payments,ALLSTATE INSURANCE COMPANY,3800.0,insurance,No,No
"Ivey, Glenn",I000058,D,Maryland,house,4.8,11.9,0.0,0.0,28000.0,0,0,1000.0,0,22,1,2407.1,banking,43.1,$1M-$5M,3000000,$1M-$5M,Yes,16000.0,2000.0,0,3500.0,2500.0,2500.0,1500.0,0,"TRUIST FINANCIAL CORPORATION FEDERAL PAC (FORMERLY SUNTRUST BANKS, INC. POLITICAL ACTION COMMITTEE)",5000.0,banking,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),4000.0,banking,AMERICAN INVESTMENT COUNCIL POLITICAL ACTION COMMITTEE,3500.0,investment,KAISER PERMANENTE,1000.0,insurance,,0,,No,No
"Hoyle, Val T.",H001094,D,Oregon,house,69.6,79.1,26.5,100.0,143069.0,69069,0,1487.0,388,42,3,3669.0,insurance,54.2,$1M-$5M,3000000,$1M-$5M,Yes,10000.0,40500.0,18500.0,0,0,0,5000.0,0,INTERNATIONAL BROTHERHOOD OF BOILERMAKERS CAMPAIGN ASSISTANCE FUND,13500.0,insurance,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,12000.0,real_estate,PROGRESSIVE AMERICANS FOR DEMOCRACY,10000.0,insurance,CBRE,1112.0,real_estate,LPL FINANCIAL,375.0,investment,No,No
"Houchin, Erin",H001093,R,Indiana,house,29.1,72.6,0.0,0.0,126000.0,0,0,36150.0,0,215,13,1482.0,insurance,27.6,$1M-$5M,3000000,$1M-$5M,Yes,20500.0,50000.0,26000.0,0,0,14500.0,0,0,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),15000.0,real_estate,"INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE (INSURPAC)",15000.0,insurance,LPL FINANCIAL LLC POLITICAL ACTION COMMITTEE (LPL PAC),15000.0,financial_services,APOLLO,12100.0,private_equity,BLACKSTONE,9900.0,private_equity,No,No
"Goldman, Daniel S.",G000599,D,New York,house,74.2,99.6,14.5,100.0,3886790.0,3851290,0,86765.0,1185,15,54,2630.4,private_equity,45.8,$1M-$5M,3000000,$1M-$5M,Yes,4500.0,16000.0,10000.0,0,0,0,5000.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,10000.0,real_estate,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,10000.0,insurance,"LATINO LEADERS FOR EQUALITY, GROWTH, OPPORTUNITY, PROGRESSIVE ACTION & CHANGE (LLEGO-PAC)",5000.0,insurance,BLACKSTONE,33000.0,private_equity,APOLLO,12800.0,private_equity,No,No
"Frost, Maxwell",F000476,D,Florida,house,2.0,5.0,0.0,0.0,15500.0,0,0,4276.0,0,10,144,2079.1,credit_unions,25.3,$1M-$5M,3000000,$1M-$5M,Yes,3500.0,3000.0,4000.0,0,0,0,5000.0,0,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",5000.0,credit_unions,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,4000.0,real_estate,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),3500.0,banking,STRIPE,1500.0,payments,BANK OF AMERICA,898.0,banking,No,No
"Foushee, Valerie P.",F000477,D,North Carolina,house,4.8,11.9,0.0,0.0,28000.0,0,0,1000.0,0,20,1,3205.6,real_estate,50.0,$1M-$5M,3000000,$1M-$5M,Yes,8500.0,1500.0,15000.0,0,2000.0,0,1000.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,7500.0,real_estate,NATIONAL APARTMENT ASSOCIATION POLITICAL ACTION COMMITTEE,5000.0,real_estate,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),3000.0,banking,BERKSHIRE HATHAWAY,1000.0,insurance,,0,,No,No
